Nov 26, 2011$&;المبالغة والتعنت من التحرير في رفض الجنزوري يسحب من رصيد التحرير... يكفي إبداء الملاحظات على الاختيار.. ..... الصراع الحقيقي ليس مع الجنزوري وإنما مع من عينه.
Nov 26, 2011$&;أعتقد أنه مخرج جيد لتخفيف الاحتقان، أن نعمل استفتاء يختار الناس فيه بين اختيارين لإدارة المرحلة الانتقالية: 1- المجلس العسكري 2- مجلس رئاسة من 5 أعضاء بينهم ممثل للقوات المسلحة.
Nov 26, 2011$&;ليس مهماً أن توافقني فيما أقول.. فقط... فكر فيه.
Nov 26, 2011$&;عبدالمنعم الشحات | فى الميدان : الدعوة السلفية دعت الى اشتراك جميع رجالها بمليونية اليوم وعمل درع بشري بين قوات الامن والمتظاهرين
Nov 26, 2011$&;هناك فارف كبير بين أن تجمع الأدلة التي تؤيد رأيك.. وبين أن تجمع الأدلة... ثم تكون رأياً. ....... قليل منا لديه أمانة أن يكون من النوع الثاني.
Nov 26, 2011$&;الثورة ميدان وبرلمان.
Nov 26, 2011$&;مد فترة الانتخابات إلى يومين في كل مرحلة خبر جيد عند حسني النية لأنه يخفف الضغط على الناخبين... لكن سيئي النية يعتبرونه تزويراً فاضحاً... فلا أحد يعلم (خاصة في هذه الظروف) ما الذي سوف يحدث للصناديق ليلاً... إذا كانت الصناديق تزور عند نقلها إلى لجنة الفرز العامة... فماذا لو تركت طوال الليل.. هل لدينا إجراءات تطمئننا إلى النتيجة.. سيئوا النية يقولون إن هناك تخريباً متعمداً للانتخابات.. ولا يكفي فيها الشعارات العامة من أننا سنحرس الانتخابات
Nov 26, 2011$&;تأييد الأزهر ودعمه الواضح لمطالب ثوار التحرير اليوم... يساعد أي متردد على اتخاذ القرار السليم. فالأزهر ليست له مطامع انتخابية.. ولا ترتيبات مع المجلس العسكري أو غيره... و كان سيشعر بحرج بالغ إزاء بياناته القوية التي أصدرها في الأسابيع الماضية ضد اعتداء السلطات على المدنيين... والتي أعلن فيها أن الاعتداء على المدنيين يسقط شرعية الحكم. هذا التوجه الأزهري يجب أن يزيل اللبس من ذهن كل من فقد البوصلة.
Nov 26, 2011$&;رأيي قد يكون صواباً أو خطأ لكنه في النهاية رأيي لا أتشبث به ولا أطلب من الناس أن تؤمن به. ...... ولأننا ندور في حلقات مفرغة.. فأنا لا أري من المسألة الا ان العسكر ضد الثورة ومحمد بشناق لا يري منها الا ان الانتخابات فرض واجب وحسن مدني لا يرى منها الا ان العلمانيين خبثاء ومغرضون ومحمد حسن لا يرى منها الا ان اخوتنا في العباسية هم المعبرون الحقيقيون عن الشعب المصري وواضح انه من غير الوارد في الوقت الحالي ان يغير اي منا رأيه... وقد يكون هذا كله صحيحاً في نفس الوقت ولذلك فأنا اقترح حتى نحتفظ لأنفسنا بما بيننا من احترام وتقدير متبادل أن نكف عن التعليق على ما نكتب... فاذا كتبت رأياً لم يعجب احداً فلا داعي للرد عليه.. فقط تجاهلوه.. وسأفعل الشئ نفسه مع تعليقاتكم.. يارب انر قلوبنا لنري الحقيقة وابعد عن مصر كيد الكائدين.
Nov 25, 2011$&;صدقوني الميدان سينتصر اذا ظللنا ننظر للمسألة اسلاميين خارج الميدان وعلمانيين داخله فهذا بالضبط هو ما يريده المجلس العسكري هي كلمة واحدة هل المجلس العسكري بسلوكه في الشهور الماضية امين على الثورة؟ فاذا كانت الاجابة لا.. فكيف تضع يدك بيده؟ لا تجعلونا نلعن الانتخابات ارجوكم اذا كانت هناك مؤامرة فبقاؤكم خارج الميدان حتى هذا الوقت يغذيها. وانضمامكم للثوار يعجل بالنصر للثورة. لن تعلن نتيجة الانتخابات غدا وانما بعد انتهائها بعد عدة اسابيع وخلال هذه الفترة سيقومون بالف فتنة ماداموا في السلطة اذا لم تثقوا في البرادعي فابو الفتوح وحازم وحمدين اهل للثقة.
Nov 25, 2011$&;الأزهر مع التحرير ودور الاخوان غامض. في السياسة اشياء اخرى غير الانتخابات ادليت بصوتي في الامارات وابشركم.. لا ضمانات على الاطلاق أن صوتي سيظل صوتي ليس هذا اسلوب من يريد انتخابات نزيهة ليس هذا من يريد انتخابات اصلاً لا يمكن ان نكون بهذا الغباء والغفلة.
Nov 25, 2011$&;ممكن قوي اكون غلط بس ما اقدرش اخون احساسي. واللي مطمني انه مش احساسي لوحدي.. انما احساس عشرات من اللي باحترمهم وبأثق في رأيهم وبأتعلم منهم. واللي كان نفسي أبقى معاهم دلوقت في الميدان.
Nov 25, 2011$&;اذا تحيرت بين التحرير والعباسية فانظر الى قادة هؤلاء وقادة هؤلاء واختر لنفسك مع من تحب أن تقف وتتصور وتموت؟
Nov 25, 2011$&;الأهم من أن يكون القرار صحيحاً أن يكون توقيته مناسباً. قرارات المجلس العسكري الأخيرة بضرب المتظاهرين والاصرار علي الانتخابات وتأجيل حل الحكومة وتجاهل الميدان في اختيار رئيس الوزراء الجديد لا هي صحيحة ولا توقيتها مناسب ...... الحل كما كان دائماً منذ الثورة عند الشباب في التحرير
Nov 25, 2011$&;حتى بعد أن أقسم لي... لم أصدق أن هناك عشرة آلاف مجند بزي مدني في العباسية.. ولكني أعدت النظر بعد أن شاهدت المتظاهرين يحملون لواءات الشرطة فوق أكتافهم ويهتفون بحياتهم في أكثر المشاهد عبثية في تاريخ مصر الحديث.
Nov 25, 2011$&;أصعب شيء في الدنيا أن تكون رجلاً محترماً في السابعة والسبعين من عمرك.. زاهداً في السلطة والمناصب.. وتضحي بسمعتك وتاريخك.. وتبدأ عملك الجديد.. وعلى بعد أمتار منك.. يصل صوت مئات الآلاف الرافضين لك.
Nov 25, 2011$&;سؤل قديم جديد... من سيكون وزير الدفاع في حكومة الجنزوري؟
Nov 25, 2011$&;لو كنا عارفين نعيش... ما كناش جينا نموت النهارة في الميدان.
Nov 25, 2011$&;الجيش ليس ملك المجلس العسكري . وأمننا ليس منحة من الشرطة. كررها ثلاث مرات بصوت عال ثم فكر في اختياراتك اليوم والأيام المقبلة. ......... د. هبة رؤوف
Nov 25, 2011$&;- طيب يرموا قنبلة غاز واحدة كده بس في العباسية، واحنا نعرف مؤيدين المشير بجد. - لو كان متظاهرو العباسية 700 ألف ... يبقى بنفس الحسبة في التحرير 37 مليون. - المهم مش العدد.. المهم حجم الصمود. ........ تعليقات محترمة من التويتر
Nov 25, 2011$&;لو من سنة كنت فتحت التليفزيون وشفت اللي انا شايفة دلوقتي كنت افتكرت ان ده فيلم ارض النفاق الجزء٢ وحد دلق مسحوق ثورة في النيل والشعب كله شرب. ....... هشام قاسم
Nov 25, 2011$&;هل يمكن اعتبار تعيين الجنزوري بشخصيته القوية والمستقلة... تفويضاً كاملاً من المجلس العسكري لحكومته لإدارة المرحلة الانتقالية.. وقصر دور المجلس العسكري على قضايا الدفاع والأمن القومي؟ هذا التصور يمكن أن ينزع فتيل الأزمة، لكنه يحتاج إلى إعلان واضح.
Nov 25, 2011$&;خارج التحرير... تعيين الجنزوري يحظى بترحيب.. لم نعرف بعد رأي الإخوان.
Nov 25, 2011$&;المصلون في العباسية يرفضون أداء صلاة الغائب على شهدء التحرير. ........ المجلس العسكري اعتبرهم شهداء في بيانه، ووقف عليهم دقيقة حداداً في مؤتمره الصحف.
Nov 25, 2011$&;مبارك ليس اسم شخص لكنه نوع من التفكير من حيث النظرة البليدة للأمور . .... جمال فهمي
Nov 25, 2011$&;اننا نلعب فى الديكور دون أن نغير الشقة مثل من يملك حماراً ويصبغه جملاً. ........ جلال عامر
Nov 25, 2011$&;ميدان برائحة المستضعفين ولون دم الشهداء .بلا منصات ولا مكبرات صوت، ميدان يجمع الأطياف، ميدان ينبض بالألم .. والأمل. ........ د. هبة رؤوف
Nov 25, 2011$&;السي بي سي عملت حركة صايعة.. حطت صورتين جنب بعض.. مظاهرة التحرير ومظاهرة الاغلبية الصامتة المكونة من 2000 واحد. ...... من التويتر
Nov 25, 2011$&;إذا خرج الذين سيذهبون اليوم لنصرة الأقصى عقب الجمعة من الأزهر إلى التحرير لنصرة الثورة فنعم ما يصنعون إذ جمعوا بين نصرة القدس ونصرة الثورة , أما إذا عادوا من الأزهر إلى بيوتهم فقد أساءوا الوقت لنصرة القضية التي لا يختلف على نصرتها احد ويكونوا قد وضعوا انفسهم و الأزهر والقضية في موضع الاتهام فأساءوا للجميع وإن لم يقصدوا. .......... د. محمد بلتاجي أمين حزب العدالة والحرية
Nov 25, 2011$&;من هتافات الميدان: ياطنطاوى هات قناصة لسه فجسمي مكان لرصاصة مش هايفيدك غاز ورصاص حكم العسكر بخ خلاص مجلس وطني يحمي اخواته والعسكر يرجع ثكناته
Nov 25, 2011$&;ميدان التحرير لا يمثل مصر... ميدان التحرير يمثل أنقى وأشرف وأشجع وأطهر وأذكى وأجمل ما في مصر.
Nov 25, 2011$&;يشارك الأزهر الشريف رسمياً في مليونبة حق الشهيد، وقد أناب فضيلة شيخ الأزهر الأستاذ الدكتور حسن الشافعي مدير المكتب الفني للأزهر في المشاركة باسم الأزهر في هذه المليونبة.
Nov 25, 2011$&;اليوم بدء انتخابات نقابة المهندسين بمصر
Nov 25, 2011$&;لا اعتراض علي شخص الجنزوري او كفاءته.. ولكن اختياره كما تم اختيار يحى الجمل وعبد العزيز حجازي من قبل مؤشر على غياب الخيال السياسي والايمان بالثورة لدى متخذ القرار، ودليل على عدم ثقة المجلس بأي من مرشحي الرئاسة وهذا مؤشر سلبي على عدم جديته في ترك الحكم رغم الوعود. ...... اذكركم ان اللقاء الذي ظهر فيه الجنزوري بعد الثورة واستعاد به الكثير من شعبيته وهو بالفعل رجل عظيم وسياسي قدير... في هذا اللقاء طلب من المذيعة ان تنهي الحوار لأنه تعب وبينام بدري.. كيف يدير مصر رئيس وزراء بينام بدري والمصريون في التحرير وغيره لا ينامون اصلاً.
Nov 25, 2011$&;لا أحد ينادي برحيل المجلس العسكري فقط ننادي بأن نساعده في تحمل المسئولية حكومة انقاذ وطنية حقيقية بصلاحيات كاملة مع اجراء الانتخابات في موعدها واصدار قرار وليس وعداً بدعوة الناخبين لانتخابات الرئاسة هو مطلب توافقي بين كل القوى السياسية سواء كانوا في التحرير او في الأزهر او في العباسية.
Nov 25, 2011$&;يخطئ المجلس العسكري اذا ظن أن نتيجة الاستفتاء ستكون في صالحه.. فالأغلبية الساحقة من شعب مصر الذين ينادون بالاستقرار وبقاء المجلس من حزب الكنبة .. لا يذهبون للتصويت أصلاً. الفوضى التي يخشاها المصريون ستكون من نتيجة محتملة أن يقول المصريون للمجلس لا. أخطاء الماضي محتملة أما كارثة كتلك فلا يحتملها الوطن.
Nov 25, 2011$&;آلاف الشرفاء الذين سيتوجهون اليوم الى الأزهر الشريف لنصرة شهداء الأقصى لن يفوتهم أن يمروا على التحرير لنصرة شهداء التحرير في جمعة حق الشهيد.
Nov 25, 2011$&;في مصر الآن ثلاثة أحزاب كبرى كلهم وطنيون شرفاء محبون لبلدهم حزب الاستبداد أفضل من الفوضى وحزب تفويت الفرصة وحزب المعركة الأخيرة اختر لنفسك الحزب الذي يرتاح له ضميرك وتقدر عليه همتك، واحترم اختيار الآخرين.
Nov 25, 2011$&;يمكنك أن تدهس الورد لكن لا يمكنك أن تؤخر الربيع ...... ادعوا لمصر بالسلامة في آخر أيام العام الهجري وادعوا لها بالحرية مع بداية عام جديد
Nov 24, 2011$&;من الآن وحتى إشعار آخر، لست معنياً سوى بأمرين: - الوقف الفوري لعمليات القتل والترويع التي تجري في التحرير واستعادة التهدئة - استبقاء تعاطف الناس وإيمانهم بالثورة وأهدافها .... ويوم الاثنين القادم سأذهب لأدلي بصوتي إن شاء الله في السفارة. وليس لدي ما أضيفه سوى ما كتبته خلال الأيام الماضية. ألقاكم بإذن الله تعالى يوم الثلاثاء القادم. حفظ الله مصر من كل مكروه وسوء.. ورد عنا كيد الكائدين.
Nov 24, 2011$&;الى السادة الأصدقاء الأعزاء المدافعين عن المجلس العسكري دائماً وكأنه منزه عن الخطأ والتقصير وكأنه المحتكر الوحيد للوطنية وكل من يختلف معه خائن أو عميل. أعرف شعوركم.. وأعرف كم هي غالية مصر في قلوبنا... وأن الاحساس بالخطر والشوق الى الاستقرار هو الذي يحكم مشاعركم .. وتمنيت معكم أن يكون خطاب المشير برداً وسلاماً علينا جميعاً لنعود الى بيوتنا ونستكمل طريقنا نحو استحقاق الانتخابات الذي طالما حلمنا به. اخوتي الأعزاء.. لا أحد في هذا الجو الملتبس يستطيع أن يزعم أنه يملك الحقيقة... لأنه لا أحد يملك المعلومات الكاملة.. ولكننا نجتهد في ضوء المعلومات المتاحة في تحليل الأحداث والوقائع، ونبحث عنها معاً.. قد نخطيء وقد نصيب.. وإذا قلت لأحد اليوم هل تقسم بالله على أن تقوله هو الصواب، لتراجع الذين يخشون ربهم... فلا المؤيدون للمجلس العسكري يستطيعون أن يقسموا على أنه منزه عن الخطأ وعلى أن أداءه مستقيم على طول الخط.. ولا الذين يعترضون عليه - مثلي- يستطيعون أن يقسموا على أنه كان يعمل ضد مصالح الثورة على طول الخط. اخوتي الأحبة.. سأسحب كل كلامي في حق المجلس، وأقدم اعتذاراً عاماً، وعلى استعداد لتقديمي لمحاكمة عسكرية، وسأنتخب رئيساً عسكرياً لحكم مصر مدى الحياة لو خرج اليوم أحد قادة المجلس وأجاب على الأسئلة التالية اجابات يقتنع بها الناس: - من أصدر الأوامر بضرب المعتصمين يوم السبت؟ هل هو عصام شرف كما قال العيسوي صباح اليوم؟ أم هم قادة من الداخلية خالفوا أوامر العيسوي، ولم يقدر على منعهم؟ أم هم عناصر من الجيش متخفية في زي الشرطة؟ ولماذا لا يتم الإعلان عنه، ولا يتم تقديمه الى المحاكمة؟ ومن أصدر الأمر بحرق الخيام في التحرير يوم الأحد حتى اصبح الميدان صحراء جرداء في ٢٠ دقيقة؟ هل هناك من يدير الجيش والشرطة لحسابه وبدون علم القيادات العليا؟ ويريد ان يورطها في مواجهة مع الشعب؟ هل هناك معلومات يراد التستر عليها وعدم عرضها على الملأ؟ - لماذا لم يتوقف حتى هذه اللحظة ومنذ السبت الماضي ولمدة خمسة أيام متواصلة عمليات ضرب المتظاهرين في ميدان التحرير (سأعتبر ان متظاهري محمود محمود بلطجية يستحقون القتل) من الذي يقوم بالقاء الغازات الخانقة علي المتظاهرين السلميين في التحرير؟ ومن أين يأتي هذا المخزون الذي لا ينتهي من القنابل والرصاص المطاطي والخرطرش ؟ هل من مخازن الداخلية أم من مخازن جهات خاصة ومن قام بإدخاله وكيف ومتى؟ ومن يصدر هذه الأوامر ولماذا لا يمنعه سيادة المشير من الاستمرار؟ - من هم الذين يقفون على أسطح المنازل ويلقون الزجاجات الحارقة علي المتظاهرين؟ من هم الذين يشعلون الفتنة في شارع محمد محمود؟ من هم الذين حاولوا اقتحام التحرير بالأمس من شارع الفلكي، ومن طلعت حرب، في تكرار مشبوه لموقعة الجمل ؟ لماذا تقاعس الجيش حتى هذه اللحظة عن ارسال دبابتين لغلق الشارع كما كان يفعل في المرات السابقة في أقل من ساعتين كان بإمكانه أن ينهي هذه المأساة.. او يأمر بحظر التجول فيه. بالتأكيد هناك بلطجية ومخربون وقتلة يندسون. أمسك الشباب بأحدهم وهو ضابط امن دولة سابق وكان متوجهاً لاغتيال شخصية عامة لتقوم فتنة لا سبيل لردها. أين دور المسئولين في كشفهم والقبض عليهم فوراً؟ أيها الأعزاء... بحكم مسئولية سيادة المشير الأولى عن أمن الوطن.. والمخابرات العامة.. ماذا فعل للكشف عن عن العناصر الخفية التي تهاجم كلا من الجيش والشرطة والشعب في آن واحد. والقبض عليهم.. وسيجد الشعب المصري كله في صفه. ... هناك ثلاثة تفسيرات لما يحدث.. اما أن هناك عناصر أجنبية متواطئة مع عناصر محلية لتقويض الاستقرار وتأجيل الانتخابات.. وعجز المجلس العسكري حتى الآن عن كشفها أو القبض عليها يؤكد ما ندعو إليه من حاجته الى دعم ومساعدة من الشعب والسياسيين. فبدل أن يتحمل وحده هذا العبء ليواجه شعباً غاضباً ومؤمرات خارجية لماذا لا يشاركنا الهم ونتحمل معه جزءا من المسئولية؟! والتفسير الثاني هو ان الجيش مستفيد من هذه المؤامرة من أجل مزيد من البقاء وترتيب الاوراق وعودة النظام القديم بشكل جديد، وأنه ليس جاداً في عملية التحول الديموقراطي، وأنه يتحرك نحوها ببطء وتردد وعدم حماس لأنه سيخسر الكثير من مكانته ونفوذه في المجتمع المدني الجديد (تشير بعض التقارير إلى أن الجيش يدير أكثر من 25% من الاقتصاد المصري، دون أي شكل من أشكال الرقابة المالية الشعبية). والتفسير الثالث وهو الأرجح عندي هو أن هناك صراعاً شرساً داخل أجنحة الحكم.. وتحديداً بين الجيش وبين عناصر في الداخلية ممولة ومدعومة من متنفذين في النظام السابق. ......... وأياً كان التفسير فإنه مما يفيد مصر أن يعترف المجلس العسكري بعجزه عن ادارة الامور بمفرده وليس في هذا ما يسيئه او يسئ للقوات المسلحة المجيدة. وليس هناك خطأ في أن تقوم القوى السياسية المدنية المخلصة بتقديم العون الكامل والمشاركة في تحمل المسئولية واتخاذ القرار مع المجلس العسكري. وعندها يمكن أن أقول معكم نعم للمجلس العسكري.. أما بهذه الطريقة من الكبر والعجز والعناد.. فلا وألف لا. ........ حما الله مصر من كل مكروه وسوء.. ودرء عنها الفتن ما ظهر منها وما بطن.. وألهم قادتها وشعبها أمر رشد ينير لها الطريق ويأخذها الى بر الأمان.
Nov 23, 2011$&;إذا كانت هناك جدية.. لماذا لا نطور الاستفتاء الذي اقترحه سيادة المشير، إلى انتخابات رئاسة.. بدلاً من أن نسأل الناس هل تقبل المجلس العسكري أم لا..، وإذا قال لا: ندخل في مشكلة. فنسأل الناس مباشرة من تريدون رئيساً؟
Nov 23, 2011$&;العيسوي بيقول إن الداخلية تحت لواء جيش من امبارح وهو ملوش علاقة بالداخلية.ومديريات الأمن بتتهاجم ف 8 محافظات.كده هنروح لأحكام عرفية ياجدعان. ....... حمزة نمرة
Nov 23, 2011$&;يجرى الشيخ محمد حسان، اليوم الأربعاء في مستشفى الفؤاد، عملية تركيب دعامة فى القلب, مصر كلها تدعو لك شيخنا الجليل... فادع لها يخرجها من هذه الغمة، ويهيء لها أمر رشد.
Nov 23, 2011$&;لاَ يُكَلّفُ اللّهُ نَفْساً إِلاّ مَآ آتَاهَا سَيَجْعَلُ اللّهُ بَعْدَ عُسْرٍ يُسْراَ
Nov 23, 2011$&;سأطرح سؤال الاستفتاء مرة أخرى هل تقبل بقاء المجلس الأعلى للقوات المسلحة في السلطة طول الفترة الانتقالية ليقتل شباب التحرير؟
Nov 23, 2011$&;الذين يقولون: أنتوا خربتوا البلد.. مصر ليست هي التحرير.. لم يتغيروا ... ولن يتغيروا... وليس مهماً أن يتغيروا .....
Nov 23, 2011$&;لكي تعرف نية وخبث المجلس العسكري.. الذي خرج ببيان بعد اجتماع استمر 6 ساعات مع بعض القوى السياسية (ليس من بينها أي ممثل من شباب التحرير أو وزارة الداخية)، هذه عينة مختارة من ألغامه: - ورط الداخلية في الانتخابات فوراً.. ولو سألت أي ضابط الآن هل أنت على استعداد لتأمين الانتخابات بعد 3 أيام لقال لك: لا أستطيع... و لو سألت القضاة.. لقالوا لك: كيف نأمن على الانتخابات ونحن لا نأمن على بيوتنا والداخلية مكسورة في المواجهات مع الشباب. في مباريات كرة القدم في الأيام العادية يسألون مدير الأمن هل نقيم المباراة أم لا.. وفي هذا الجو الملتهب، لا يسألون الداخلية هل نقيم الانتخابات أم لا؟ لماذا لأنهم يريدون أن يدفعوا الناس إليها دفعاً ... ثم تفشل... فيعاد ترتيب الأمورـ ويبلغ المجلس كل وعوده. - قال البيان إن المجلس لم يصدر أي قرار في الفترة السابقة إلا بالتنسيق مع القوى السياسية... وهذا كذب وافتراء.. فهل نسق وثيقة السلمي وقانون العزل وقانون الانتخابات في صورته الأولى وغير ذلك مع القوى السياسية؟ ولماذا اذن اعترضت عليه بعد ذلك. هل قام المجلس لمدة 9 أشهر بعمل إيجابي واحد من تلقاء نفسه أم بضغط من الشارع أو استجابة على مضض لحكم قضائي؟؟!! - اتفق المجتمعون معه على أن يتضمن البيان أهم خمس نقاط عاجلة وهي: وقف العنف وسحب القوات، تقديم الاعتذار على الشهداء والمصابين،الإفراج فوراً عن المعتقلين، وقف تحويل المدنيين لمحاكمات عسكرية، وتقديم المتهمين (وهم معروفون بالصورة والاسم) لمحاكمات عاجلة.. وكان وجود هذه القرارات في البيان سيفض الاعتصام فوراً أو على الأقل سيبطل حجة المعتصمين... ولكنه قصد أن يكون كذلك لتستمر الاضطرابات ويحرج القادة السياسيين أمام قواعدهم. - كل من حضر الاجتماع أكد على أن فكرة الاستفتاء التي جاءت في نهاية الخطاب لم تتم مناقشتها أصلاً... وأنهم فوجئوا بها.. وهذا مؤشر على أمرين: استكبار المجلس على كل القوى السياسية وإحساسه أنه من حقه أن يضيف أو يحذف ما يشاء على ما تم الاتفاق عليه،، كما يدل على مكره في أن يفاجيء الناس بقرار دون اتفاق ليشل تفكيرهم. - في نفس الوقت الذي كان فيه المشير يلقي خطابه كان الضرب بالغازات المسبلة للدموع مستمراً... فكيف نصدقه؟ لأن البيان كان مثل بيان عبد الناصر يوم التأمين فيه كلمة سر، وكانت الكلمة إيذاناً للقادة الميدانيين بتكثيف الضرب حتى يفض الاعتصام وتنصرف الناس لبيوتهم فيظن حزب الكنبة أن الناس استجابوا ... وتم دعم هذا بمئات الاتصالات على كل القنوات الفضائية لتأكيد هذا المعني. وهذا يدل على غياب الخيال السياسي فكل هذه الألاعيب مكشوفة. - المجلس يريد وقتاً مستقطعاً مدته سبعة أشهر لاعادة تنظيم الصفوف ... والترتيب مع الفلول وإيقاع المزيد من الفتن والخلافات بين القوى السياسية عن طريق وثيقة السلمي وأمثالها... ولكنه ليس جاداً أبداً في تسليم السلطة... وما قاله المشير من أن القوات المسلحة لا نية لها في الاستمرار في الحكم يشبه تماماً ما قاله حسنى مبارك: لم أكن أنتوي الترشح.. وكلاهما كاذب. هذا ليس تفتيشاً في النوايا، ولكنه استعراض لما يحدث على الأرض. - تخويف الشعب بأن رحيله هو الفوضي تخويف مبالغ فيه. قد لا يكون البديل مثالياً إذا تكلمنا عن مجلس رئاسي أو مجلس القضاء الأعلى... ولكنهما الآن في 23 نوفمير وبعد أن اتضحت النوايا هما بديل أقل سوءا من بقائه في السلطة.. وإذا كان هناك تهديد على حدود مصر فالأفضل أن يتفرغ الجيش لها، بدلاً من أن يقع في عنكبوت المصالح المتشابكة وهو غير مؤهل لإداراتها بحكم أنها ليست مهمته (تماماً كما تطلب من مهندس كمبيوتر إجراء عملية جراحية). - التخويف بالوضع الاقتصادي.. يجب أن يعترف المجلس العسكري أن سببه هو انعدام الأمن وتأخر تسليم السلطة لمدنيين.. وليس سببه أن هناك مظاهرات وإضرابات... لا معنى لأن تقول للناس اعملوا ... أو للمتسثمرين تعالوا... دون أفق ومستقبل. أذكركم بمنظر الشباب المصري وهم ينظفون ميدان التحرير بعد الثورة الأولى عندما شعروا أن المستقبل ملكهم والبلد بلدهم... من المؤكد إنهم لن يفعلوا ذلك هذه المرة، وزملاؤهم كانوا ملقون بلا مبالاة في القمامة. - أنا مثل كل المصريين أحب الاختيار السهل.. وبودي لو بقي المجلس في السلطة... ولكن للأسف علي أن أختار الاختيار الصعب والمكلف والمرهق.. وهو العمل على إبعاد المجلس العسكري عن الحكم.. وعلى المصريين إذا كانوا يريدون تغييراً حقيقياً أن يكونوا مستعدين لدفع هذا الثمن. من شهر أو أقل كنت أنظر بعين الريبة لمن كان يقول مجلس رئاسي... وكتبت أنتقد ذلك.. ولكني الآن بكل ضمير مستريح أنظر بعين الريبة لمن يريد الإبقاء على المجلس العسكري... هذه الفترة. القرار صعب جداً.. ولكنه لم يترك لنا بديلاً وهذا الكلام لن يكون كلامي وحدي ولكنه كلام كل مرشحي الرئاسة... وأنا بكل صراحة... أثق في صباحي والعوا وأبو الفتوح والبرادعي وأبو إسماعيل.. أكثر مما أثق في طنطاوي وعنان. ......... لأول مرة أقولها ... وستسمعوها كثيراً بعد اليوم منى ومن غيري.. لا تخافوا على مصر من رحيل المجلس العسكري.. خافوا عليها من بقائه.
Nov 23, 2011$&;يستغرب الغارق في بئر الذل من يطلب الخروج إلى أفق العزة.. ويستغرب الذي ألِف الإتباع الأعمى أن يبصر الناس النور - إقرأوا التاريخ. ..... د. هبة رؤوف عزت
