11$&;Nov 30, 2011$&;التحدي الكبير أمام التيار الإسلامي مع نفسه هو أن يتحول إلى تيار وطني.$&;مواضيع خاصة$&;الشأن العام$&;إسلاميون$&;$&;$&;$&;
12$&;Nov 30, 2011$&;البرلمان القادم هو البرلمان الوحيد في العالم اللي كل أعضاؤه معارضة.$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
13$&;Nov 30, 2011$&;نبني ونعوض ما فاتنا.$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
14$&;Nov 30, 2011$&;إلى كل الفائزين انكسروا لله.$&;مقولات$&;الثقافة الإسلامية$&;$&;$&;وائل عزيز$&;$&;
15$&;Nov 30, 2011$&;اتمنى لبلدي أفضل حكم يعزز هويتها الحضارية ويجعلها في مصاف أرقى الأمم. وأؤمن إيماناً يقينياً بأن الله قد حكم على المسلمين ألا تقوم لهم كلمة وألا تعلو لهم راية الا اذا اتبعوا تعاليم الإسلام واهتدوا بهدي كتابه الكريم ورسوله المصطفى صلى الله عليه وسلم. وأعرف أن التدرج سنة كونية والإصلاح شرعة ربانية والعداء للاسلام والكيد له يجمع الكفار والمنافقين علي اختلاف مشاربهم وأننا لا نؤتى الا من خلافنا وفرقتنا. ..... وبقدر سعادتي بارتفاع نسبة الاسلاميين في البرلمان القادم كما كشفت عنه المؤشرات الأولية بقدر قلقلي من جاهزية الفائزين للتعبير عن قيم الدين الأصيلة وفي القلب منها العدالة والمواطنة والرحمة والعمل.. وكذلك قلقي من ادراك المجتمع لدلالات هذا الاختيار في مجتمع عاني لسنوات طويلة من التهميش في كل المجالات. وارتفعت توقعاته الى عنان السماء دون واقع على الأرض يشفع لهذه التوقعات. .... و في الوقتوالذب أقدم فيه التهنئة لاخواني وأساتذتي من الاسلاميين في كل الدوائر المصرية.. ارفع شعار "النسبة الآمنة" ... وهي نسبة الاسلاميين في المجلس التي تضمن له اداء متوازناً. مع التأكيد على أن غير الاسلاميين لا يقلون وطنية وتديناً وحرصاً على وطن متقدم مؤمن عن زملائهم. بل ان حزب الحرية والعدالة يدخل الانتخابات ضمن تحالف فيه احزاب ليبرالية وقومية.. ويرأس بعض قوائمه ليبراليون وطنيون مثل وحيد عبد المجيد او قوميون وطنيون مثل كمال ابو عيطة وعشرات غيرهم ممن سيكون لبعضهم شرف النيابة البرلمانية عن طريق التحالف مع حزب ذي مرجعية دينية. النسبة الآمنة في تقديري هي بين ٥٠٪ و٦٠٪. وأكثر من ذلك لن يكون في صالح التجربة الاسلامية ولا التجربة الديموقراطية. يصعد الرياضي الي قمة جبال الهمالايا في عدة اسابيع. ويمكن بعد ان يصعد ان يستقر هناك ما شاء لأن جسمه اعتاد علي الصعود بالتدرج. والثابت بالتجربة العلمية أنك لو نقلت شخصاً بطائرة ثم وضعته علي قمة الجبل مباشرة.. فإن أجهزته الحيوية لا تتحمل فجأة هذا الارتفاع.. ويتعرض للهلاك خلال أقل من ساعة. رويداً رويداً... على مصر المشتاقة للاخلاق والعلم والحرية... لا تلقوا بها فوراً فوق الهملايا. النسبة الآمنة.. وطرح الجدل الايديلوجي.. والالتفاف حول المشتركات الوطنية.. وتقديم الاولوية للاقتصاد والبناء .. والتدرج في تثبيت التغيير ... وعدم التمييز بين الاسلامي وغيره في التعامل.. وعدم افتعال المشاكل مع الغرب.. وتقديم القدوة الحسنة.. والمحاسبة الصارمة للمقصرين... والرسائل التطمينية للآخرين ذلك كله من أولويات المرحلة القادمة. وأنا أعرف أن مضمون هذه الرسالة هو نفس ما ينقله القادة الاسلاميون الى انصارهم وشبابهم.. العيون متجهة الى التجربة الجديدة.. والاعداء متربصون.. والفرصة سانحة.. والنجاح حليف المخلصين. الله أكبر.. والنصر لمصر رائدة العالم العربي والاسلامي.$&;مقالات$&;الشأن العام$&;$&;$&;$&;$&;
16$&;Nov 30, 2011$&;أكثر من برنامج حواري في الأيام الماضية دخل في نقاشات عنيفة حول مدى صلاحية البرلمان الجديد في إسقاط الحكومة... ودافع بشدة اللواء ممدوح شاهين عن رأيه بأن هذا ليس من حق البرلمان المنتخب.. الحقيقة لم أفهم... لماذا هذا النقاش المحتدم، وكأن هناك اتفاقاً يتم نقضه على الهواء.. وكأن أول قرار سيتخذه النواب هو إسقاط الحكومة.$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
17$&;Nov 30, 2011$&;بلطجية مصر الذين اختفوا تماماً اليومين السابقين يتجهون لمهاجمة المعتصمين في الميدان. صناديق الانتخاب في خطر.$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
18$&;Nov 30, 2011$&;من أشرقت بدايته أشرقت نهايته ..... ابن عطاء الله السكندري$&;مقولات$&;ابدأ الآن$&;$&;$&;ابن عطاء السكندري$&;$&;
19$&;Nov 29, 2011$&;عمرو موسي انتظر ١٧٠ دقيقة لحد ما جه دوره. ..... يقول روبرت فيسك الكاتب البريطاني عن المصريين الذين وقفوا طوابير بالساعات حتي ينتخبوا.: لازم نتكسف على دمنا كأوروبيين.. المصريون علمونا كيف نثور.. وها هم يعلموننا كيف ننتخب.$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
20$&;Nov 29, 2011$&;أتوقع مفاجآت في النتائج$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
21$&;Nov 29, 2011$&;طوابير المصريين في الانتخابات طويلة مثل نهر النيل .. انها تمنح الحياة لمصر. ...... جريدة نيويورك تايمز$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
22$&;Nov 29, 2011$&;البورصة المصرية تربح ١١ مليارا في ٧ دقائق.$&;مواضيع خاصة$&;الشأن العام$&;الإدارة$&;$&;$&;$&;
23$&;Nov 29, 2011$&;التحدي الحقيقي هو أن تختار مرشحاً إسلامياً على أساس سياسي.$&;مواضيع خاصة$&;الشأن العام$&;إسلاميون$&;$&;$&;$&;
24$&;Nov 29, 2011$&;الحزب الفائز في الانتخابات المصرية هو حزب الكنبة$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
25$&;Nov 29, 2011$&;الأمل - الصبر - العزم$&;مقولات$&;الشأن العام$&;$&;$&;وائل عزيز$&;$&;
26$&;Nov 29, 2011$&;قال الدكتور محمد مرسي: لا برلمان بدون صلاحيات، والبرلمان سيشكل الحكومة، والشعب فوق الإعلان الدستوري. ......... لا تقرأوا تعليقي اليوم ولكن... اقرأوه يعد شهرين.. هناك 2 سيناريوهات سيئة وسيناريو جيد (أعرف كارهي السيناريوهات).. سيناريو باكستان (وهو الذي تدفع له أمريكا) وخلاصته: الإسلاميون في البرلمان، والعسكر في الحكم سيناريو الجزائر (وهو الذي تتمناه قوى أعداء الثورة) العلمانيون في الحكم، والعسكر في الجيش، والإسلاميون في الشارع سيناريو مصر (وهو الذي يريده كل المصرييين من أجله قامت الثورة) مجلس متوازن، وحكومة منتخبة، ورئيس توافقي، وجيش يحمي الديار .... يارب سيناريو مصر.$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
27$&;Nov 29, 2011$&;مدير أمن دمياط : لم نسجل اليوم أى محضر سرقة أو خروج على الأمن وهو ما لم يحدث منذ حرب أكتوبر حتى الآن. ......... شكراً يا ثورة$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
28$&;Nov 29, 2011$&;واحد: شفت أحسن من كده في الدنيا، العواجيز والمصابين والمعاقين والمرضى كلهم بيتسابقوا عشان يصوتوا. الثاني: وإيه يعني.. زمان كان الميتين نفسهم كانوا بيصوتوا.$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
29$&;Nov 29, 2011$&;الشعب خرج بالملايين ليقول للمجلس العسكري شكراً على جهودك في المرحلة الانتقالية.. تعبت معنا وتعبنا معك.. شكراً على كل ما فعلته يا سيادة المشير.. نحن اشتقنا للديموقراطية.. وسنبذل الغالي والنفيس حتى نحصل عليها.$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
30$&;Nov 29, 2011$&;فرحتنا بالانتخابات لن تطمس عاى غضبنا علي هروب الشناوي الضابط الصغير صائد العيون... وتفتح عيوننا على المسجونين الكبار. مفيش حاجة اسمها... سامحه حلاوة الانتخابات. حلاوة الانتخابات ان حق الشهداء يرجعلهم وان القتلة يتحاكموا. الشعب لم يخرج بالملايين ليقول لمن قتل قد غفرت لك.. وانما خرج ليقول لمن قتل سآتي لك بمن يأخذ لي حقي.$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
31$&;Nov 29, 2011$&;شعوبنا و موظفونا وجنودنا وأبناؤنا أفضل من قادتهم.$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
32$&;Nov 29, 2011$&;أرجو ألا يغضب مني الإسلاميون.. في أول انتخابات حقيقية من عقود ارساء دعائم الممارسة الديموقراطية السليمة أهم عندي مائة مرة من أن يفوز فصيل بعينه هكذا أفهم الإسلام. وأقصد بذلك أن فرحي بانتخابات نزيهة وتعبر حقيقة عن رأي الشعب.. يجب أن تغلب حماسي بأغلبية متوقعة للتيار الإسلامي ارساء دعائم الديموقراطية سيتيح فرصة للإسلاميين أن يأخذوها بحقها.. وسيجعلهم أكثر حرصاً على أداء متميز في منافسة شريفة. الصراع الحقيقي ليس بين الاسلاميين وغيرهم... وانما بين النزاهة والتزوير.$&;مواضيع خاصة$&;الشأن العام$&;تاريخ ثورة يناير$&;$&;$&;$&;
